"title","channel","url","type","linked_to","transcription","likes","comments","views","published_at"
"DESABAFO DA ESCALA 6X1","HERMINIO SABALLA","https://www.youtube.com/watch?v=YwEC_9hyzIw","Principal","Escala 6x1. Exploração ou vadiagem? // O Fim da Escala 6 X 1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // a TRUE por trás da escala 6x1 // ESCALA 6X1: FIQUE RICO OU MORRA TENTANDO - DIRETO DO FIM DO MUNDO EP 08 // Fim da escala 6x1 vai &quot;quebrar a economia&quot; ? // Fim da Escala 6x1 e 44h Vai Destruir Algumas Empresas, Odeio 6x1, mas entenda que.... // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // O FIM DA ESCALA 6X1 EXPLICADO // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // Desabafo REAL Sobre a Escala 6x1: Vale a Pena? // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // Fim da escala 6x1 | Parte 1 // Por que a proposta do fim da escala 6x1 é a 4x3? // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // 🟡🔵 TRABALHO ESCALA 6x1. FEZ UM ESTRAGO NA MINHA VIDA // ESCALA 6X1 Saiba o que já está em vigor! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // FIM DA ESCALA 6X1 NOS CONCURSOS PÚBLICOS. O que muda na prática? // Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // VALE A PENA DESTRUIR SUA VIDA EM UM SUBEMPREGO? | ESCALA 6X1 // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // NANDO MOURA CONTRA A ESCALA 6X1 // SENADOR DE EXTREMA DIREITA É CONTRA ESCALA 6X1 E A FAVOR DOS TRABALHADORES | Galãs Feios // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // ZEUS REAGE: O PROBLEMA SÃO VOCÊS E NÃO A ESCALA 6X1! // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // Escala 6x1 - o que não te contaram // A ESCALA 6x1 TEM QUE ACABAR - MURILO REAGE (Cortes da Live do Suco de Brasil) // NATHAN M.B.C. MANDA A REAL SOBRE A ESCALA DE TRABALHO 6X1 (VAT: MOVIMENTO VIDA ALÉM DO TRABALHO) // Fiz uma comparação da escala 6X1 do trabalhador com a do político. // ESCALA 6X1 NO CHIPANZIL NUNCA VAI ACABAR!! // FIM DA ESCALA 6x1 #hamletpng #shorts // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // A maioria do povo brasileiro quer o fim da escala 6x1 // Como SAIR da ESCALA 6X1 para sempre // FIM DA ESCALA 6X1: VALE A PENA PARA O EMPRESÁRIO? | CORTES // Lado B do Rio #328 – Contra a escala 6x1, com Rick Azevedo (PSOL-RJ) // Essa escala 6x1 eu não aguento mais #shorts #drama // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // Noubari - escala 6x1 // CLT e a ESCALA 6X1 - Fuja Disso! // A escala 6x1 vai continuar e não haverá mudanças // 2 passos para TANKAR e SAIR da ESCALA 6x1 // ESCALA 6x1 #shorts // FIM DA ESCALA 6X1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // Escala 6x1 tem que acabar, os piores argumentos. // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // MAMAEFALEI FOI REFUTADO CONTRA A ESCALA 6X1 | Cortes do @MBLiveTV // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // A escala 6x1 é o pior erro do bostil // SUPER XANDÃO REAGINDO A Escala 6x1  O Jovem quer SABER!!! // ","transcriptions.txt","360","70","3531","2024-09-09"
"pelo fim da escala 6x1: chega!","Matheus e Guigo Show","https://www.youtube.com/watch?v=DjU5KamacFc","Principal","URGENTE: A Escala 6x1 vai acabar? // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // FIM DA ESCALA 6X1 DEIXA EXTREMA DIRETA DESORIENTADA // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // Fim da escala 6x1 ganha pressão nas redes sociais e deve ser discutida no Congresso | Central Meio // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // MAMÃE FALEI DEBATE CONTRA ESCALA 6X1 | CORTES // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6x1 tem que acabar, os piores argumentos. // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ","transcriptions.txt","32162","2587","230415","2024-11-14"
"JOVEM PAN ACOLHE LÉO PICON APÓS MASSACRE SOBRE ESCALA 6x1: &quot;A GENTE TEM QUE ENTENDER O EMPRESÁRIO&quot;","TV Afiada","https://www.youtube.com/watch?v=gtFXZC4bahk","Principal","PROJETO DE FIM DA ESCALA 6X1 É IMPULSIONADO PELAS REDES SOCIAIS E PRESSIONA CONGRESSO NACIONAL // Léo Picon REAGE após &#39;massacre&#39; por fala sobre ESCALA 6x1 e diz que não é contra os trabalhadores // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // TREZOITAO É A FAVOR DA ESCALA 6X1? // Nikolas Ferreira é contra o fim da escala 6x1 🤦🏻‍♂️ #nikolasferreira #pec #shorts #politica #brasil // ","transcriptions.txt","1345","234","11601","2024-11-12"
"BOLSONARO NA MIRA / ONDA CONSERVADORA NO MUNDO / FIM DA ESCALA 6X1? - OS PINGOS NOS IS 11/11/2024","Jovem Pan News","https://www.youtube.com/watch?v=tsgCXO6FPyY","Principal","Fim da escala 6x1? Deputados federais discutem PEC contra jornada | Conversas Cruzadas | 12/11/2024 // FIM DA ESCALA 6X1: os prós, os contras e tramitação no Congresso | Gaúcha Atualidade | 13/11/2024 // ","transcriptions.txt","1541","35","64173","2024-11-11"
"ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO","VICTOR","https://www.youtube.com/watch?v=Nh_0sRu2qxo","Principal","ANALISANDO AS POLÊMICAS (E MEMES) SOBRE A ESCALA 6X1 | Diva Depressão // O Fim da Escala 6 X 1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // DEBATE QUENTE sobre a ESCALA 6X1 - ARTHUR DO VAL X ALFREDINHO // a TRUE por trás da escala 6x1 // ESCALA 6X1: FIQUE RICO OU MORRA TENTANDO - DIRETO DO FIM DO MUNDO EP 08 // Fim da escala de 6x1: PEC tem mais de 130 assinaturas | CNN NOVO DIA // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // Fim da Escala 6x1 e 44h Vai Destruir Algumas Empresas, Odeio 6x1, mas entenda que.... // Rick Azevedo critica PT por falta de adesão à PEC que pede o fim da escala 6x1: &#39;O que tá faltando?&#39; // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // URGENTE: A Escala 6x1 vai acabar? // O FIM DA ESCALA 6X1 EXPLICADO // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // A ESCALA 6X1 VAI ACABAR? // Desabafo REAL Sobre a Escala 6x1: Vale a Pena? // Fim da escala 6x1 | Parte 1 // Por que a proposta do fim da escala 6x1 é a 4x3? // DEUS É CONTRA A ESCALA 6x1? OS 10 MANDAMENTOS PROÍBEM? // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // Escala 6x1: Deputado do PL critica modelo e diz que debate &quot;não é questão de ideologia&quot; // FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // ESCALA 6X1 Saiba o que já está em vigor! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // Fim da escala 6x1 | Entenda agora // FIM DA ESCALA 6X1 DEIXA EXTREMA DIRETA DESORIENTADA // Humanizei a Escala 6x1 #shorts // Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // Escala 6x1 - O Jovem quer SABER!!! // SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠 // NANDO MOURA CONTRA A ESCALA 6X1 // SENADOR DE EXTREMA DIREITA É CONTRA ESCALA 6X1 E A FAVOR DOS TRABALHADORES | Galãs Feios // Escala 6x1: eu sou contra! // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // Escala 6x1 - o que não te contaram // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // A ESCALA 6x1 TEM QUE ACABAR - MURILO REAGE (Cortes da Live do Suco de Brasil) // NATHAN M.B.C. MANDA A REAL SOBRE A ESCALA DE TRABALHO 6X1 (VAT: MOVIMENTO VIDA ALÉM DO TRABALHO) // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Fiz uma comparação da escala 6X1 do trabalhador com a do político. // ESCALA 6X1 NO CHIPANZIL NUNCA VAI ACABAR!! // FIM DA ESCALA 6x1 #hamletpng #shorts // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // A maioria do povo brasileiro quer o fim da escala 6x1 // Como SAIR da ESCALA 6X1 para sempre // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // Essa escala 6x1 eu não aguento mais #shorts #drama // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // DESABAFO DA ESCALA 6X1 // pelo fim da escala 6x1: chega! // Noubari - escala 6x1 // CLT e a ESCALA 6X1 - Fuja Disso! // Fim da escala 6x1 // ZEUS REAGE: A ESCALA 6X1 VAI ACABAR COM A BOLSA // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // 2 passos para TANKAR e SAIR da ESCALA 6x1 // ESCALA 6x1 #shorts // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // MAMÃE FALEI DEBATE CONTRA ESCALA 6X1 | CORTES // FIM DA ESCALA 6X1 // A Escala 6x1 não é sua Verdadeira Inimiga // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // Escala 6x1 tem que acabar, os piores argumentos. // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // Escala 6x1 - Parte 1  #humor #cenas #comedia #6x1 #escala6x1 // O QUE RENAN ACHA DA ESCALA 6X1 ?? // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // FIM DA ESCALA 6x1 // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // Escala 6x1 part2 // A escala 6x1 é o pior erro do bostil // Escala 6x1 // SUPER XANDÃO REAGINDO A Escala 6x1  O Jovem quer SABER!!! // Escala 6x1.   #6x1 #clt // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // ","transcriptions.txt","12637","1653","130973","2024-07-15"
"Noubari - escala 6x1","Noubari","https://www.youtube.com/watch?v=CrEGJK8qMA8","Principal","Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // DEBATE QUENTE sobre a ESCALA 6X1 - ARTHUR DO VAL X ALFREDINHO // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // A ESCALA 6X1 VAI ACABAR? // Escala 6x1: Deputado do PL critica modelo e diz que debate &quot;não é questão de ideologia&quot; // RAIDEN É A FAVOR DO FIM DA ESCALA 6X1 // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // JAMAIS TRABALHE NA ESCALA 6x1 // FIM DA ESCALA 6X1 DEIXA EXTREMA DIRETA DESORIENTADA // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // MEMES pra te AJUDAREM na ESCALA 6x1 - Cinema dos MEMES // NANDO MOURA CONTRA A ESCALA 6X1 // Escala 6x1: eu sou contra! // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // Escala 6x1 - o que não te contaram // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Como SAIR da ESCALA 6X1 para sempre // TREZOITAO É A FAVOR DA ESCALA 6X1? // Essa escala 6x1 eu não aguento mais #shorts #drama // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // ESCALA 6X1: NÃO É O ÚNICO PROBLEMA | CORTES // DESABAFO DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // ESCALA 6x1 #shorts // Escala 6x1: Por Que Não Tenho Escolha // MAMÃE FALEI DEBATE CONTRA ESCALA 6X1 | CORTES // A Escala 6x1 não é sua Verdadeira Inimiga // Fim da escala 6x1 e o Deputado Marco Feliciano // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6x1 tem que acabar, os piores argumentos. // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // FIM DA ESCALA 6x1 // Escala 6x1 part2 // Escala 6x1 // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // ","transcriptions.txt","119","19","1804","2024-11-14"
"Fim da escala 6x1","Conectado","https://www.youtube.com/watch?v=1gAiHzPAaNU","Principal","Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // Empresário: Como o fim da escala 6x1, negócios vão fechar | CNN 360° // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // Ministro sobre escala 6X1: É importante que as pessoas possam ter lazer | BASTIDORES CNN // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // Pelo fim da escala 6x1 // FIM DA ESCALA 6X1: EMPRESÁRIOS ABREM O JOGO SOBRE O FUTURO DA ECONOMIA | BRASIL À BEIRA DO COLAPSO? // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // NANDO MOURA CONTRA A ESCALA 6X1 // POR QUE acabar com a JORNADA 6x1? Advogado comenta A PEC DO FIM DA ESCALA 6X1 // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // TREZOITAO É A FAVOR DA ESCALA 6X1? // Luiz Philippe explica por que é contra o fim da escala 6x1 // Escala 6x1 // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Fim da escala 6x1 e o Deputado Marco Feliciano // PROPOSTA DE REDUÇÃO DA JORNADA E FIM DA ESCALA 6X1 GERA PREOCUPAÇÕES NO CONGRESSO // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // ","transcriptions.txt","7954","1887","86179","2024-11-10"
"CLT e a ESCALA 6X1 - Fuja Disso!","Nação Bostileira","https://www.youtube.com/watch?v=rUH0RbgBR_k","Principal","O Fim da Escala 6 X 1 // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // a TRUE por trás da escala 6x1 // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // O FIM DA ESCALA 6X1 EXPLICADO // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Fim da escala 6x1: PEC atinge assinaturas necessárias | Chega Mais Notícias (13/11/24) // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // VALE A PENA DESTRUIR SUA VIDA EM UM SUBEMPREGO? | ESCALA 6X1 // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // ZEUS REAGE: O PROBLEMA SÃO VOCÊS E NÃO A ESCALA 6X1! // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // Escala 6x1 - o que não te contaram // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // DESABAFO DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // 2 passos para TANKAR e SAIR da ESCALA 6x1 // FIM DA ESCALA 6X1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // Escala 6x1 tem que acabar, os piores argumentos. // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // A escala 6x1 é o pior erro do bostil // ","transcriptions.txt","7936","661","79250","2024-08-05"
"Fim da escala 6x1"," Daniel Technet Consultoria ","https://www.youtube.com/watch?v=HiwKV34vFDw","Principal","O Fim da Escala 6 X 1 // Escala 6x1: PEC pelo fim da jornada de trabalho 6x1 chega a 134 assinaturas; são necessárias 171 // AS MENTIRAS DE NIKOLAS FERREIRA SOBRE A ESCALA 6x1 // URGENTE: A Escala 6x1 vai acabar? // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // A ESCALA 6X1 VAI ACABAR? // Fim da escala 6x1 | Parte 1 // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // Leo Picon volta a se pronunciar após polêmica da escala 6x1 // PEC do fim da escala 6x1 é uma farsa // PEC do fim da escala 6x1 atinge 194 assinaturas; veja quais deputados assinaram l O POVO NEWS // NANDO MOURA CONTRA A ESCALA 6X1 // Escala 6x1: eu sou contra! // Escala 6x1 - o que não te contaram // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // TREZOITAO É A FAVOR DA ESCALA 6X1? // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // ESCALA 6x1 #shorts // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // VENDI MEU PC E AGORA VOU VIRAR CLT NA ESCALA 6X1 #fyb #bancos #clt #6x1 // FIM DA ESCALA 6x1 // ","transcriptions.txt","5","1","67","2024-11-23"
"ZEUS REAGE: A ESCALA 6X1 VAI ACABAR COM A BOLSA","Zeus Ghostz Reacts Diversos","https://www.youtube.com/watch?v=7GcqUmsb1mI","Principal","O Fim da Escala 6 X 1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Como o fim da escala 6x1 pode impactar o mercado de trabalho // A QUEDA DA ESCALA 6x1: LEO PICON vs ERIKA HILTON? (Precisamos falar sobre o Brasil) // URGENTE: A Escala 6x1 vai acabar? // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Escala 6x1: Brasil está entre os países com jornada mais excessiva, diz advogada trabalhista // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // A ESCALA 6X1 TEM QUE ACABAR? // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // ZEUS REAGE: O PROBLEMA SÃO VOCÊS E NÃO A ESCALA 6X1! // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Como SAIR da ESCALA 6X1 para sempre // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // Essa escala 6x1 eu não aguento mais #shorts #drama // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Escala 6x1 tem que acabar, os piores argumentos. // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // FIM DA ESCALA 6x1 // ","transcriptions.txt","335","62","3041","2024-11-18"
